farm_identifier,video_name,first_track_id,second_track_id
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,594,510
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,749,731
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,900,832
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,174,201
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,486,383
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,409,328
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,166,143
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,831,821
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_07-31_07_00_06,125,120
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,783,730
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,526,309
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,166,199
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_07-31_07_00_06,120,125
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,881,821
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,903,940
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,863,848
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_05_00_09,69,73
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,720,765
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_14_00_12,324,332
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,639,419
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,658,655
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,701,642
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_07-31_07_00_06,120,133
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,446,441
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,707,752
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,385,442
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,821,904
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,475,362
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,733,699
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,863,853
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,609,570
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,809,821
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,544,362
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,665,687
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,934,1136
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_05_30_10,244,294
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_07_00_09,97,128
nz.fol_id.du-9092-0414.a,nz.fol_id.du-9092-0414.a.a.rowmata-2022_12-18_16_30_04,297,279
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,788,791
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,143,136
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,444,463
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,675,791
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,826,848
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_11-22_05_00_14,598,586
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,789,763
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,391,444
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,894,881
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,981,826
nz.fol_id.du-9092-0414.a,nz.fol_id.du-9092-0414.a.a.rowmata-2022_12-18_16_30_04,282,281
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,670,545
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_05_00_09,73,69
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_07-31_07_00_06,133,125
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,826,798
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,666,603
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,435,376
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,619,506
nz.fol_id.cl-9271-0011.a,nz.fol_id.cl-9271-0011.a.b.pamu_landsdown-2022_12-29_15_00_22,1606,2122
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,823,653
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,1207,945
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,664,575
nz.fol_id.cl-9271-0011.a,nz.fol_id.cl-9271-0011.a.b.pamu_landsdown-2022_12-29_15_00_22,2122,1606
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,788,762
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,664,561
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,632,696
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,179,165
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,575,664
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,604,567
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,388,457
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,736,667
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,775,778
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,705,696
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,775,778
nz.fol_id.cl-9271-0011.a,nz.fol_id.cl-9271-0011.a.b.pamu_landsdown-2022_12-29_15_00_22,2122,1606
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,627,582
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,551,567
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,302,349
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,473,619
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,351,382
nz.fol_id.cl-9271-0011.a,nz.fol_id.cl-9271-0011.a.b.pamu_landsdown-2022_12-29_15_00_22,1606,2122
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,775,778
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,698,845
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,1207,945
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,302,412
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,365,351
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,698,734
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,762,791
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,849,788
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,604,619
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,156,202
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,734,823
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,641,487
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,775,778
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,791,762
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,575,561
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,156,179
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,945,1207
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,653,736
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2022_12-07_05_00_42,590,627
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,179,165
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,349,412
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,788,791
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2022_12-07_05_00_42,590,627
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,632,696
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,696,713
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,582,619
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,322,302
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,945,1207
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,788,849
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,762,791
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,778,775
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,165,202
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,945,1207
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,788,849
nz.fol_id.cl-9271-0011.a,nz.fol_id.cl-9271-0011.a.b.pamu_landsdown-2022_12-29_15_00_22,2122,1606
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,179,168
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2022_12-07_05_00_42,590,627
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,945,1207
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,791,788
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_11-22_05_00_14,523,596
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,667,734
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,945,1207
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,564,619
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,762,791
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_11-16_14_30_11,778,775
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,788,849
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,582,551
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,165,168
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,632,713
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,791,788
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,849,788
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,351,388
nz.fol_id.cl-9271-0011.a,nz.fol_id.cl-9271-0011.a.b.pamu_landsdown-2022_12-29_15_00_22,1606,2122
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,791,788
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,702,653
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,781,791
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2022_12-07_05_00_42,627,590
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,382,388
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,616,589
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,945,1207
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,945,1207
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,575,664
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,849,788
nz.fol_id.cl-9271-0011.a,nz.fol_id.cl-9271-0011.a.b.pamu_landsdown-2022_12-29_15_00_22,1606,2122
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,156,168
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,575,664
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,1207,945
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,388,351
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,664,561
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_11-22_05_00_14,649,523
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,382,369
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,177,156
nz.fol_id.cl-9271-0011.a,nz.fol_id.cl-9271-0011.a.b.pamu_landsdown-2022_12-29_15_00_22,2122,1606
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,664,575
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,788,762
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,945,1207
nz.fol_id.hu-7392-0014.a,nz.fol_id.hu-7392-0014.a.a.darnley-2023_01-10_07_00_29,610,610
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,374,374
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_07-31_07_00_06,131,131
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_07_00_09,102,102
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_11-16_15_00_07,620,620
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2023_01-06_15_00_09,393,393
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,492,492
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,933,933
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,782,782
nz.fol_id.cl-9584-0027.a,nz.fol_id.cl-9584-0027.a.a.clarke_agri-2023_01-02_17_00_11,759,759
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_05_00_09,85,85
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,196,196
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,186,186
nz.fol_id.mn-4891-0042.a,nz.fol_id.mn-4891-0042.a.a.caroua-2023_01-05_07_30_21,467,467
nz.fol_id.cl-9584-0027.a,nz.fol_id.cl-9584-0027.a.a.clarke_agri-2023_01-02_17_00_11,753,753
nz.fol_id.cl-9271-0011.a,nz.fol_id.cl-9271-0011.a.b.pamu_landsdown-2022_12-29_15_00_22,1697,1697
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,480,480
nz.fol_id.as-7776-0152.a,nz.fol_id.as-7776-0152.a.a.spring_river-2023_01-05_14_30_17,415,415
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,815,815
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,803,803
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,747,747
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,847,847
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_05_30_10,246,246
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,692,692
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2023_01-06_15_00_09,388,388
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_08-25_15_00_20,378,378
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_14_00_12,428,428
nz.fol_id.as-7775-0260.a,nz.fol_id.as-7775-0260.a.a.staple_homestead-2022_08-20_07_00_07,329,329
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,429,429
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_07-30_06_30_07,425,425
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,739,739
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,725,725
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2022_12-07_05_00_42,619,619
nz.fol_id.cl-9584-0027.a,nz.fol_id.cl-9584-0027.a.a.clarke_agri-2023_01-02_17_00_11,747,747
nz.fol_id.se-7682-0440.a,nz.fol_id.se-7682-0440.a.a.nzsf_horizons-2022_12-01_05_00_08,378,378
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,308,308
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_07-30_06_30_07,425,425
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_05_00_09,66,66
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,1117,1117
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_07-31_07_00_06,118,118
nz.fol_id.co-9393-2017.a,nz.fol_id.co-9393-2017.a.b.dairy_creek-2022_12-04_13_30_08,789,789
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,305,305
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,844,844
nz.fol_id.mn-4891-0042.a,nz.fol_id.mn-4891-0042.a.a.caroua-2023_01-05_07_30_21,498,498
nz.fol_id.ho-4893-0122.a,nz.fol_id.ho-4893-0122.a.a.waingaru-2022_12-04_07_30_40,940,940
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_07_00_09,100,100
nz.fol_id.cl-9271-2004.a,nz.fol_id.cl-9271-2004.a.a.pamu_dunns-2022_12-26_15_00_08,600,600
nz.fol_id.wt-7999-0004.a,nz.fol_id.wt-7999-0004.a.a.twizel-2023_01-08_15_30_18,851,851
nz.fol_id.co-9376-2009.a,nz.fol_id.co-9376-2009.a.a.milkwell-2022_09-09_07_00_09,118,118
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,446,446
nz.fol_id.as-7781-2019.a,nz.fol_id.as-7781-2019.a.a.taha-2023_01-03_06_30_05,446,446
nz.fol_id.as-7775-0038.a,nz.fol_id.as-7775-0038.a.a.katoa-2022_12-09_05_00_14,770,770
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2023_01-02_15_00_05,584,584
nz.fol_id.hu-7385-0055.a,nz.fol_id.hu-7385-0055.a.a.medstone-2022_12-07_05_00_42,560,560
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,1176,1176
nz.fol_id.wt-9494-0026.a,nz.fol_id.wt-9494-0026.a.a.riverstone-2022_12-21_15_30_24,862,862
nz.fol_id.ho-5572-2007.a,nz.fol_id.ho-5572-2007.a.a.pamu_egmont-2022_12-26_06_30_07,636,636
nz.fol_id.ho-4893-0122.a,nz.fol_id.ho-4893-0122.a.a.waingaru-2022_12-04_07_30_40,854,854
nz.fol_id.hu-7392-0014.a,nz.fol_id.hu-7392-0014.a.a.darnley-2023_01-10_07_00_29,628,628
nz.fol_id.tp-3379-2000.a,nz.fol_id.tp-3379-2000.a.b.pamu_broadlands-2022_12-14_10_00_07,909,909
nz.fol_id.cl-9584-0027.a,nz.fol_id.cl-9584-0027.a.a.clarke_agri-2023_01-02_17_00_11,747,747
nz.fol_id.ho-5572-2007.b,nz.fol_id.ho-5572-2007.b.a.pamu_tongariro-2023_01-11_15_30_20,164,164
nz.fol_id.hu-7392-0014.a,nz.fol_id.hu-7392-0014.a.a.darnley-2023_01-10_07_00_29,622,622
nz.fol_id.cl-9584-0027.a,nz.fol_id.cl-9584-0027.a.a.clarke_agri-2023_01-02_17_00_11,753,753
nz.fol_id.du-9092-0414.a,nz.fol_id.du-9092-0414.a.a.rowmata-2022_12-05_07_00_04,665,665
nz.fol_id.ho-4893-2012.a,nz.fol_id.ho-4893-2012.a.a.pamu_ruapehu-2022_07-31_07_00_06,121,121
nz.fol_id.ho-4893-0122.a,nz.fol_id.ho-4893-0122.a.a.waingaru-2022_12-04_07_30_40,940,940
